# L 110
0.040  1.730
0.050  2.110
0.060  2.440
0.080  3.270
0.090  3.720
0.100  4.070
0.150  5.990
0.200  7.830
0.250  9.460
0.300 11.300
0.400 13.680
0.500 14.150
0.800 11.620
0.900 11.050
0.950 11.010
1.000 10.620
