# T 111
0.050  0.972
0.060  1.180
0.070  1.380
0.080  1.570
0.090  1.760
0.100  1.980
0.110  2.140
0.150  2.970
0.200  3.870
0.250  4.660
0.300  5.340
0.350  5.670
0.400  6.190
0.500  6.630
