# T1 111
0.025  0.305
0.030  0.360
0.035  0.422
0.040  0.482
0.060  0.724
0.070  0.824
0.080  0.926
0.090  1.060
0.100  1.190
0.125  1.490
0.150  1.790
0.200  2.450
0.300  3.740
0.400  5.220
0.500  6.370
0.600  7.770
0.700  9.030
0.800  9.960
0.900 10.810
1.000 10.620
